(2, 1)	1.0	[[2, 3, 11, 18, 23, 25, 26, 27, 28, 29, 30, 31, 33, 41, 42, 43, 48, 49, 51, 54, 57, 64, 65, 66, 68, 76, 77, 79, 81, 84, 87, 91, 95, 102, 104, 105, 109, 110, 111, 115, 123, 124, 126], [1, 2, 7, 10, 15, 21, 22, 23, 29], [2, 6, 8]]
(9, 1)	0.833333336111111	[[0, 2, 10, 23, 25, 30, 31, 34, 38, 41, 43, 48, 51, 54, 57, 65, 66, 70, 73, 75, 76, 77, 78, 81, 83, 84, 86, 91, 94, 100, 102, 104, 105, 107, 113, 122], [5, 7, 8, 14, 15, 24, 29], [4, 5, 7, 8, 9]]
(8, 1)	0.6000000079999999	[[2, 3, 4, 8, 10, 23, 25, 26, 28, 29, 30, 31, 33, 36, 38, 43, 45, 48, 49, 51, 54, 57, 60, 64, 65, 66, 67, 69, 70, 73, 75, 76, 77, 81, 83, 84, 91, 94, 104, 105, 107, 109, 110, 111, 120, 124, 126], [1, 3, 7, 12, 14, 15, 16, 21, 22, 29], [1, 3, 5, 8]]
(5, 1)	0.19047619433106577	[[0, 2, 3, 4, 10, 25, 28, 29, 30, 31, 36, 38, 41, 43, 48, 51, 56, 57, 66, 67, 70, 73, 76, 77, 80, 81, 83, 84, 91, 100, 105, 107, 109, 110, 113, 122, 123, 124, 125], [3, 7, 8, 15, 16, 23, 26, 29], [0, 5, 8]]
(5, 0)	0.18750000507812503	[[0, 3, 4, 8, 11, 16, 18, 25, 28, 29, 31, 36, 41, 43, 48, 50, 56, 57, 66, 67, 70, 76, 77, 80, 83, 84, 91, 105, 107, 109, 110, 122, 124, 125, 126], [3, 7, 8, 15, 16, 23, 26, 29], [0, 3, 5, 8]]
(3, 1)	0.16000000335999998	[[0, 2, 3, 4, 8, 18, 23, 25, 26, 30, 31, 33, 34, 36, 38, 43, 49, 50, 51, 54, 64, 65, 66, 67, 69, 70, 75, 76, 77, 83, 84, 87, 102, 104, 105, 107, 109, 110, 121, 122, 124], [3, 5, 12, 15, 16, 21, 29, 31], [3, 5, 8]]
(7, 1)	0.10000000899999983	[[0, 2, 3, 11, 18, 23, 26, 30, 33, 34, 38, 41, 43, 45, 48, 49, 51, 54, 57, 64, 65, 66, 70, 73, 75, 76, 77, 78, 79, 81, 82, 83, 84, 87, 88, 94, 95, 102, 104, 105, 107, 110, 111, 115, 121, 122, 124, 126], [1, 5, 10, 15, 21, 23, 24, 29], [2, 3, 7, 9]]
(3, 0)	0.05521472450600318	[[2, 3, 4, 8, 16, 18, 23, 25, 29, 36, 41, 43, 49, 50, 51, 54, 64, 65, 66, 67, 69, 70, 76, 77, 83, 84, 87, 95, 105, 107, 109, 110, 121, 124, 125], [2, 3, 12, 16, 21, 29, 30, 31], [3, 5, 8]]
(6, 1)	0.034482761950059504	[[2, 3, 4, 11, 22, 23, 25, 27, 28, 29, 30, 31, 36, 38, 40, 42, 43, 48, 49, 57, 60, 66, 67, 70, 75, 76, 77, 83, 87, 91, 95, 100, 109, 110, 111, 112, 123, 124, 126], [3, 7, 14, 20, 21, 22, 23, 26, 27], [2, 5, 6]]
(0, 1)	0.0258064522414152	[[0, 2, 3, 4, 8, 11, 16, 18, 27, 28, 29, 36, 40, 41, 42, 43, 48, 51, 54, 64, 66, 70, 76, 77, 80, 81, 83, 84, 86, 91, 95, 102, 104, 105, 107, 109, 110, 122, 124, 125], [1, 2, 3, 24, 26, 29, 30], [0, 5]]
(9, 0)	0.018181818479338863	[[0, 2, 4, 10, 16, 23, 25, 26, 27, 28, 31, 40, 41, 43, 48, 51, 54, 57, 61, 65, 66, 68, 70, 73, 75, 76, 77, 78, 81, 83, 84, 86, 91, 94, 95, 100, 102, 104, 105, 107, 122, 126], [5, 7, 8, 14, 24, 29, 30], [4, 7, 9]]
(7, 0)	0.013831258780936162	[[0, 2, 3, 4, 23, 27, 33, 34, 40, 41, 43, 48, 51, 54, 57, 65, 66, 70, 73, 75, 76, 78, 80, 81, 82, 83, 84, 86, 90, 92, 94, 96, 100, 102, 104, 105, 107, 122, 124], [5, 10, 15, 21, 23, 24, 29], [7, 9]]
(4, 1)	0.013513514846603236	[[2, 11, 13, 16, 20, 25, 27, 28, 29, 30, 31, 41, 42, 43, 48, 51, 52, 57, 60, 61, 62, 66, 68, 76, 78, 80, 84, 91, 92, 94, 95, 100, 102, 104, 105, 107, 109, 111, 123, 126], [7, 10, 14, 23, 30], [4, 9]]
(8, 0)	0.013333333662222335	[[2, 3, 4, 8, 11, 23, 25, 26, 28, 29, 30, 31, 36, 38, 43, 48, 49, 50, 51, 54, 57, 60, 64, 65, 66, 69, 70, 73, 76, 77, 80, 81, 83, 84, 91, 94, 95, 104, 105, 107, 109, 110, 124, 126], [3, 7, 12, 14, 15, 16, 22, 29, 30], [5, 8]]
(4, 0)	0.012727272906776776	[[2, 3, 16, 23, 25, 28, 29, 30, 31, 36, 41, 42, 43, 48, 51, 57, 60, 61, 66, 68, 76, 77, 78, 80, 81, 83, 84, 91, 92, 94, 95, 100, 102, 104, 107, 109, 111, 113, 123, 126], [7, 8, 10, 14, 16, 23, 30], [4, 9]]
